year,brand,full_model_name,model_name,price,distance_travelled(kms),fuel_type,city,brand_rank,car_age,distance below 30k km,new and less used,inv_car_price,inv_car_dist,inv_car_age,inv_brand,std_invprice,std_invdistance_travelled,std_invrank,best_buy1,best_buy2
2012,Audi,Audi A6 3.0 TDI quattro Premium Plus,A6,1450000,55000,Diesel,Chennai,10,9,0,0,6.90E-07,1.82E-05,0.111111111,0.1,0.039017639,0.005923223,0.08875,20.51102676,0
2016,Honda,Honda City V,City,790000,45000,Petrol,Chennai,7,5,0,0,1.27E-06,2.22E-05,0.2,0.142857143,0.075181874,0.007337991,0.132142857,72.90108706,0
2019,Mahindra,Mahindra XUV500 W9 1.99,XUV500,1650000,19900,Diesel,Chennai,24,2,1,1,6.06E-07,5.03E-05,0.5,0.041666667,0.03377067,0.017152501,0.0296875,17.19652737,17.19652737
2019,Hyundai,Hyundai Verna Fluidic 1.6 VTVT SX Opt AT,Verna,1300000,4000,Petrol,Chennai,14,2,1,1,7.69E-07,0.00025,0.5,0.071428571,0.04401235,0.087095549,0.059821429,229.3122706,229.3122706
2012,Mercedes-Benz,Mercedes-Benz GL 350 CDI BlueEFFICIENCY,GL,2400000,148000,Diesel,Chennai,2,9,0,0,4.17E-07,6.76E-06,0.111111111,0.5,0.021883006,0.001922679,0.49375,20.77403242,0
2018,Hyundai,Hyundai Elite i20 Magna Executive 1.2,Elite,650000,18000,Petrol,Chennai,14,3,1,1,1.54E-06,5.56E-05,0.333333333,0.071428571,0.092294554,0.019009829,0.059821429,104.9569149,104.9569149
2019,Mahindra,Mahindra XUV500 W9 1.99,XUV500,1650000,19900,Diesel,Chennai,24,2,1,1,6.06E-07,5.03E-05,0.5,0.041666667,0.03377067,0.017152501,0.0296875,17.19652737,17.19652737
2012,Mahindra,Mahindra XUV500 W8 AWD,XUV500,800000,85000,Diesel,Chennai,24,9,0,0,1.25E-06,1.18E-05,0.111111111,0.041666667,0.074188728,0.003676238,0.0296875,8.09683232,0
2013,Audi,Audi Q7 3.0 TDI quattro Premium Plus,Q7,2150000,83000,Diesel,Chennai,10,8,0,0,4.65E-07,1.20E-05,0.125,0.1,0.024924036,0.003775502,0.08875,8.351441878,0
2016,Honda,Honda City V,City,790000,45000,Petrol,Chennai,7,5,0,0,1.27E-06,2.22E-05,0.2,0.142857143,0.075181874,0.007337991,0.132142857,72.90108706,0
2014,Hyundai,Hyundai Elite i20 Magna 1.4 CRDI,Elite,550000,52000,Diesel,Chennai,14,7,0,0,1.82E-06,1.92E-05,0.142857143,0.071428571,0.10985172,0.006290518,0.059821429,41.33805726,0
2016,Maruti Suzuki,Maruti Suzuki Celerio ZXi,Celerio,425000,35000,Petrol,Chennai,32,5,0,0,2.35E-06,2.86E-05,0.2,0.03125,0.143416889,0.009561198,0.019140625,26.24633833,0
2016,Toyota,Toyota Innova Crysta 2.4 VX 7 STR [2016-2020],Innova,1700000,79900,Diesel,Chennai,1,5,0,0,5.88E-07,1.25E-05,0.2,1,0.032651831,0.003939183,1,128.621532,0
2012,Audi,Audi A6 3.0 TDI quattro Premium Plus,A6,1450000,55000,Diesel,Chennai,10,9,0,0,6.90E-07,1.82E-05,0.111111111,0.1,0.039017639,0.005923223,0.08875,20.51102676,0
2018,Renault,Renault Duster 110 PS RXZ 4X2 AMT Diesel,Duster,925000,50000,Diesel,Chennai,15,3,0,0,1.08E-06,2.00E-05,0.333333333,0.066666667,0.063586216,0.006559868,0.055,22.94144629,0
2015,Toyota,Toyota Innova 2.5 GX BS III 8 STR,Innova,1350000,85000,Diesel,Chennai,1,6,0,0,7.41E-07,1.18E-05,0.166666667,1,0.04222412,0.003676238,1,155.2259057,0
2015,Mercedes-Benz,Mercedes-Benz C-Class C 220 CDI Avantgarde,C-Class,2350000,43000,Diesel,Chennai,2,6,0,0,4.26E-07,2.33E-05,0.166666667,0.5,0.02243945,0.007699908,0.49375,85.31096688,0
2012,Mercedes-Benz,Mercedes-Benz GL 350 CDI BlueEFFICIENCY,GL,2400000,148000,Diesel,Chennai,2,9,0,0,4.17E-07,6.76E-06,0.111111111,0.5,0.021883006,0.001922679,0.49375,20.77403242,0
2015,Hyundai,Hyundai Elite i20 Sportz 1.2,Elite,575000,39000,Petrol,Chennai,14,6,0,0,1.74E-06,2.56E-05,0.166666667,0.071428571,0.104889912,0.008535102,0.059821429,53.55490284,0
2018,Hyundai,Hyundai Verna SX Plus 1.6 VTVT AT,Verna,1200000,19900,Petrol,Chennai,14,3,1,1,8.33E-07,5.03E-05,0.333333333,0.071428571,0.048035867,0.017152501,0.059821429,49.28898369,49.28898369
2017,Maruti Suzuki,Maruti Suzuki Celerio ZXi AMT [2017-2019],Celerio,470000,51000,Petrol,Chennai,32,4,0,0,2.13E-06,1.96E-05,0.25,0.03125,0.129276668,0.006422553,0.019140625,15.89219675,0
2017,Land Rover,Land Rover Range Rover Evoque HSE,Evoque,3500000,30980,Diesel,Chennai,18,4,0,0,2.86E-07,3.23E-05,0.25,0.055555556,0.013663535,0.010859385,0.04375,6.491519347,0
2016,Audi,Audi Q3 30 TDI S,Q3,1395000,72000,Diesel,Chennai,10,5,0,0,7.17E-07,1.39E-05,0.2,0.1,0.040724314,0.004420031,0.08875,15.9752438,0
2014,BMW,BMW 5 Series 520d Luxury Line [2017-2019],5,2800000,27000,Diesel,Chennai,4,7,1,0,3.57E-07,3.70E-05,0.142857143,0.25,0.018146883,0.012525474,0.240625,54.69365724,0
2018,Hyundai,Hyundai Elite i20 Magna Executive 1.2,Elite,650000,18000,Petrol,Chennai,14,3,1,1,1.54E-06,5.56E-05,0.333333333,0.071428571,0.092294554,0.019009829,0.059821429,104.9569149,104.9569149
2015,Maruti Suzuki,Maruti Suzuki Ciaz ZXi,Ciaz,675000,62000,Petrol,Chennai,32,6,0,0,1.48E-06,1.61E-05,0.166666667,0.03125,0.088718095,0.005204429,0.019140625,8.837743963,0
2016,Hyundai,Hyundai Creta 1.4 S,Creta,770000,175000,Diesel,Chennai,14,5,0,0,1.30E-06,5.71E-06,0.2,0.071428571,0.077245555,0.001557652,0.059821429,7.197816196,0
2011,Nissan,Nissan Micra XE Petrol,Micra,225000,51000,Petrol,Chennai,11,10,0,0,4.44E-06,1.96E-05,0.1,0.090909091,0.274693994,0.006422553,0.079545455,140.3370032,0
2016,Hyundai,Hyundai Creta 1.4 S,Creta,925000,40000,Diesel,Chennai,14,5,0,0,1.08E-06,2.50E-05,0.2,0.071428571,0.063586216,0.008310644,0.059821429,31.61217961,0
2019,Hyundai,Hyundai Venue SX Plus 1.0 Turbo DCT,Venue,1125000,14000,Petrol,Chennai,14,2,1,1,8.89E-07,7.14E-05,0.5,0.071428571,0.051522915,0.024567847,0.059821429,75.72238692,75.72238692
2016,Ford,Ford EcoSport Titanium 1.5L Ti-VCT AT,EcoSport,680000,69000,Petrol,Chennai,8,5,0,0,1.47E-06,1.45E-05,0.2,0.125,0.08803436,0.004631478,0.1140625,46.50660906,0
2011,Nissan,Nissan Micra XE Petrol,Micra,225000,51000,Petrol,Chennai,11,10,0,0,4.44E-06,1.96E-05,0.1,0.090909091,0.274693994,0.006422553,0.079545455,140.3370032,0
2016,Hyundai,Hyundai Creta 1.4 S,Creta,925000,40000,Diesel,Chennai,14,5,0,0,1.08E-06,2.50E-05,0.2,0.071428571,0.063586216,0.008310644,0.059821429,31.61217961,0
2017,Hyundai,Hyundai Grand i10 Era U2 1.2 CRDi,Grand,380000,62000,Diesel,Chennai,14,4,0,0,2.63E-06,1.61E-05,0.25,0.071428571,0.160906108,0.005204429,0.059821429,50.09592558,0
2018,Maruti Suzuki,Maruti Suzuki Ciaz Zeta 1.4 AT,Ciaz,825000,22000,Petrol,Chennai,32,3,1,1,1.21E-06,4.55E-05,0.333333333,0.03125,0.071811195,0.015472908,0.019140625,21.2676846,21.2676846
2020,Toyota,Toyota Innova Crysta 2.4 VX 7 STR [2016-2020],Innova,2550000,9500,Diesel,Chennai,1,1,1,1,3.92E-07,0.000105263,1,1,0.020344602,0.036415201,1,740.8527777,740.8527777
2015,Volkswagen,Volkswagen Vento Highline Petrol AT,Vento,700000,60000,Petrol,Chennai,3,6,0,0,1.43E-06,1.67E-05,0.166666667,0.333333333,0.085397096,0.005392685,0.325,149.6688702,0
2012,Land Rover,Land Rover Range Rover Evoque Dynamic SD4,Evoque,2350000,63000,Diesel,Chennai,18,9,0,0,4.26E-07,1.59E-05,0.111111111,0.055555556,0.02243945,0.005114784,0.04375,5.021315709,0
2012,Hyundai,Hyundai i20 Magna 1.2,i20,375000,66000,Petrol,Chennai,14,9,0,0,2.67E-06,1.52E-05,0.111111111,0.071428571,0.163108454,0.004862146,0.059821429,47.44181411,0
2018,Audi,Audi Q3 35 TDI quattro Premium Plus,Q3,2650000,81296,Diesel,Chennai,10,3,0,0,3.77E-07,1.23E-05,0.333333333,0.1,0.019415755,0.003863929,0.08875,6.658122097,0
2017,Maruti Suzuki,Maruti Suzuki Baleno Zeta 1.2,Baleno,650000,32000,Petrol,Chennai,32,4,0,0,1.54E-06,3.13E-05,0.25,0.03125,0.092294554,0.010499114,0.019140625,18.54747625,0
2012,Mercedes-Benz,Mercedes-Benz C-Class C 250 CDI BlueEFFICIENCY,C-Class,1400000,87500,Diesel,Chennai,2,9,0,0,7.14E-07,1.14E-05,0.111111111,0.5,0.040563621,0.003558539,0.49375,71.27143505,0
2017,Maruti Suzuki,Maruti Suzuki Ertiga ZDI + SHVS,Ertiga,910000,48000,Diesel,Chennai,32,4,0,0,1.10E-06,2.08E-05,0.25,0.03125,0.064704723,0.006851664,0.019140625,8.485709702,0
2019,Hyundai,Hyundai Venue SX Plus 1.0 Turbo DCT,Venue,1125000,14000,Petrol,Chennai,14,2,1,1,8.89E-07,7.14E-05,0.5,0.071428571,0.051522915,0.024567847,0.059821429,75.72238692,75.72238692
2012,Hyundai,Hyundai Verna Fluidic 1.6 CRDi SX Opt,Verna,550000,52000,Diesel,Chennai,14,9,0,0,1.82E-06,1.92E-05,0.111111111,0.071428571,0.10985172,0.006290518,0.059821429,41.33805726,0
2018,Hyundai,Hyundai Verna 1.6 CRDI SX (O),Verna,1250000,38000,Diesel,Chennai,14,3,0,0,8.00E-07,2.63E-05,0.333333333,0.071428571,0.045943638,0.008771374,0.059821429,24.10736865,0
2017,Hyundai,Hyundai Elite i20 Asta 1.4 CRDI,Elite,750000,40000,Diesel,Chennai,14,4,0,0,1.33E-06,2.50E-05,0.25,0.071428571,0.0794193,0.008310644,0.059821429,39.4836697,0
2019,Hyundai,Hyundai Creta EX 1.4 CRDi,Creta,990000,58000,Diesel,Chennai,14,2,0,0,1.01E-06,1.72E-05,0.5,0.071428571,0.05913102,0.005593923,0.059821429,19.78739583,0
2011,Toyota,Toyota Innova 2.5 VX 8 STR BS-IV,Innova,870000,120000,Diesel,Chennai,1,10,0,0,1.15E-06,8.33E-06,0.1,1,0.067875968,0.002474725,1,167.9743612,0
2018,Maruti Suzuki,Maruti Suzuki Ciaz Delta Hybrid 1.5 [2018-2020],Ciaz,870000,38000,Petrol,Chennai,32,3,0,0,1.15E-06,2.63E-05,0.333333333,0.03125,0.067875968,0.008771374,0.019140625,11.39566832,0
2015,Hyundai,Hyundai i10 1.1L iRDE Magna Special Edition,i10,325000,54000,Petrol,Chennai,14,6,0,0,3.08E-06,1.85E-05,0.166666667,0.071428571,0.188858963,0.00604112,0.059821429,68.25144347,0
2015,Mahindra,Mahindra Thar CRDe 4x4 AC,Thar,750000,64000,Diesel,Chennai,24,6,0,0,1.33E-06,1.56E-05,0.166666667,0.041666667,0.0794193,0.00502794,0.0296875,11.85467717,0
2012,BMW,BMW X1 sDrive20d,X1,1385000,59000,Diesel,Chennai,4,9,0,0,7.22E-07,1.69E-05,0.111111111,0.25,0.041049182,0.005491598,0.240625,54.24304029,0
2010,Maruti Suzuki,Maruti Suzuki SX4 VXi,SX4,240000,90000,Petrol,Chennai,32,11,0,0,4.17E-06,1.11E-05,0.090909091,0.03125,0.257258753,0.003447378,0.019140625,16.97521214,0
2008,Hyundai,Hyundai i10 Sportz 1.2,i10,250000,73000,Petrol,Chennai,14,13,0,0,4.00E-06,1.37E-05,0.076923077,0.071428571,0.246797609,0.004353411,0.059821429,64.27283076,0
2016,Ford,Ford Figo Titanium1.5 TDCi,Figo,475000,40000,Diesel,Chennai,8,5,0,0,2.11E-06,2.50E-05,0.2,0.125,0.127870916,0.008310644,0.1140625,121.2130384,0
2016,Ford,Ford Endeavour Titanium 3.2 4x4 AT,Endeavour,2225000,65000,Diesel,Chennai,8,5,0,0,4.49E-07,1.54E-05,0.2,0.125,0.023939973,0.004943768,0.1140625,13.49971466,0
2016,Renault,Renault Duster 110 PS RXZ 4X2 MT Diesel,Duster,690000,70000,Diesel,Chennai,15,5,0,0,1.45E-06,1.43E-05,0.2,0.066666667,0.086696618,0.004558982,0.055,21.73865671,0
2014,Hyundai,Hyundai Elite i20 Era 1.2,Elite,515000,29000,Petrol,Chennai,14,7,1,0,1.94E-06,3.45E-05,0.142857143,0.071428571,0.117607555,0.011631081,0.059821429,81.82990819,0
2015,Hyundai,Hyundai i10 1.1L iRDE Magna Special Edition,i10,325000,54000,Petrol,Chennai,14,6,0,0,3.08E-06,1.85E-05,0.166666667,0.071428571,0.188858963,0.00604112,0.059821429,68.25144347,0
2019,Kia,Kia Seltos GTX 1.4 Dual Tone,Seltos,1590000,7000,Petrol,Chennai,20,2,1,1,6.29E-07,0.000142857,0.5,0.05,0.035206161,0.049578927,0.038125,66.54656695,66.54656695
2019,Ford,Ford EcoSport Titanium 1.5L TDCi,EcoSport,890000,45000,Diesel,Chennai,8,2,0,0,1.12E-06,2.22E-05,0.5,0.125,0.066254714,0.007337991,0.1140625,55.45450473,0
2016,Ford,Ford Endeavour Titanium 3.2 4x4 AT,Endeavour,2090000,74000,Diesel,Chennai,8,5,0,0,4.78E-07,1.35E-05,0.2,0.125,0.025762138,0.004288592,0.1140625,12.60200081,0
2012,Mahindra,Mahindra XUV500 W8,XUV500,750000,130000,Diesel,Chennai,24,9,0,0,1.33E-06,7.69E-06,0.111111111,0.041666667,0.0794193,0.002250267,0.0296875,5.305589784,0
2016,Ford,Ford EcoSport Titanium 1.5L TDCi,EcoSport,575000,68000,Diesel,Chennai,8,5,0,0,1.74E-06,1.47E-05,0.2,0.125,0.104889912,0.004706106,0.1140625,56.30387648,0
2017,Honda,Honda Jazz V Petrol,Jazz,725000,13000,Petrol,Chennai,7,4,1,1,1.38E-06,7.69E-05,0.25,0.142857143,0.082305133,0.026491776,0.132142857,288.1254912,288.1254912
2016,Mahindra,Mahindra TUV300 T8,TUV300,675000,64000,Diesel,Chennai,24,5,0,0,1.48E-06,1.56E-05,0.2,0.041666667,0.088718095,0.00502794,0.0296875,13.24268,0
2011,Ford,Ford Endeavour 2.5L 4x2,Endeavour,950000,60000,Diesel,Chennai,8,10,0,0,1.05E-06,1.67E-05,0.1,0.125,0.06180053,0.005392685,0.1140625,38.01369647,0
2017,Hyundai,Hyundai Grand i10 Sportz AT 1.2 Kappa VTVT,Grand,550000,44000,Petrol,Chennai,14,4,0,0,1.82E-06,2.27E-05,0.25,0.071428571,0.10985172,0.007514837,0.059821429,49.38365106,0
2017,Ford,Ford Endeavour Trend 3.2 4x4 AT,Endeavour,2290000,61000,Diesel,Chennai,8,4,0,0,4.37E-07,1.64E-05,0.25,0.125,0.023139257,0.005297014,0.1140625,13.98052217,0
2014,Toyota,Toyota Innova 2.5 G 7 STR BS-IV,Innova,1149000,112000,Diesel,Chennai,1,7,0,0,8.70E-07,8.93E-06,0.142857143,1,0.050357531,0.002683151,1,135.1168468,0
2012,BMW,BMW X1 sDrive20d,X1,1385000,59000,Diesel,Chennai,4,9,0,0,7.22E-07,1.69E-05,0.111111111,0.25,0.041049182,0.005491598,0.240625,54.24304029,0
2017,Ford,Ford Endeavour Trend 3.2 4x4 AT,Endeavour,2400000,90000,Diesel,Chennai,8,4,0,0,4.17E-07,1.11E-05,0.25,0.125,0.021883006,0.003447378,0.1140625,8.604760766,0
2012,Mahindra,Mahindra Scorpio SLE 2.6 CRDe,Scorpio,650000,135000,Diesel,Chennai,24,9,0,0,1.54E-06,7.41E-06,0.111111111,0.041666667,0.092294554,0.002150507,0.0296875,5.892378551,0
2016,BMW,BMW X3 xDrive-20d xLine,X3,3400000,40000,Diesel,Chennai,4,5,0,0,2.94E-07,2.50E-05,0.2,0.25,0.014190988,0.008310644,0.240625,28.37841002,0
2013,Toyota,Toyota Innova 2.5 V 7 STR,Innova,1250000,130000,Diesel,Chennai,1,8,0,0,8.00E-07,7.69E-06,0.125,1,0.045943638,0.002250267,1,103.3854372,0
2019,Maruti Suzuki,Maruti Suzuki Swift Dzire LDI,Swift,600000,62000,Diesel,Chennai,32,2,0,0,1.67E-06,1.61E-05,0.5,0.03125,0.100341588,0.005204429,0.019140625,9.995630204,0
2017,Hyundai,Hyundai Grand i10 Magna 1.1 CRDi [2016-2017],Grand,380000,65000,Diesel,Chennai,14,4,0,0,2.63E-06,1.54E-05,0.25,0.071428571,0.160906108,0.004943768,0.059821429,47.58689465,0
2012,Toyota,Toyota Corolla Altis G Diesel,Corolla,650000,77000,Diesel,Chennai,1,9,0,0,1.54E-06,1.30E-05,0.111111111,1,0.092294554,0.004104235,1,378.7985311,0
2013,Skoda,Skoda Laura Ambition 1.8 TSI,Laura,625000,106000,Petrol,Chennai,27,8,0,0,1.60E-06,9.43E-06,0.125,0.037037037,0.096157131,0.002860116,0.025,6.875513596,0
2016,Ford,Ford EcoSport Titanium 1.5L TDCi,EcoSport,750000,34000,Diesel,Chennai,8,5,0,0,1.33E-06,2.94E-05,0.2,0.125,0.0794193,0.009855446,0.1140625,89.2781583,0
2015,Audi,Audi A8 L 3.0 TDI quattro,A8,4500000,57700,Diesel,Chennai,10,6,0,0,2.22E-07,1.73E-05,0.166666667,0.1,0.009678338,0.005625312,0.08875,4.831875712,0
2018,Toyota,Toyota Innova Crysta 2.8 ZX AT 7 STR [2016-2020],Innova,2300000,40000,Diesel,Chennai,1,3,0,0,4.35E-07,2.50E-05,0.333333333,1,0.023020087,0.008310644,1,191.3117459,0
2017,Hyundai,Hyundai Grand i10 Magna 1.1 CRDi [2016-2017],Grand,380000,65000,Diesel,Chennai,14,4,0,0,2.63E-06,1.54E-05,0.25,0.071428571,0.160906108,0.004943768,0.059821429,47.58689465,0
2020,Hyundai,Hyundai Tucson GL 2WD AT Petrol,Tucson,2500000,4500,Petrol,Chennai,14,1,1,1,4.00E-07,0.000222222,1,0.071428571,0.020836892,0.077369017,0.059821429,96.43990892,96.43990892
2015,Hyundai,Hyundai Eon D-Lite +,Eon,320000,36000,Petrol,Chennai,14,6,0,0,3.13E-06,2.78E-05,0.166666667,0.071428571,0.191876601,0.009283297,0.059821429,106.5567698,0
2019,Hyundai,Hyundai Creta SX 1.6 AT Petrol,Creta,1380000,32000,Petrol,Chennai,14,2,0,0,7.25E-07,3.13E-05,0.5,0.071428571,0.041213381,0.010499114,0.059821429,25.88496962,0
2015,Hyundai,Hyundai Grand i10 Asta 1.1 CRDi [2013-2016],Grand,445000,65000,Diesel,Chennai,14,6,0,0,2.25E-06,1.54E-05,0.166666667,0.071428571,0.136779282,0.004943768,0.059821429,40.45154881,0
2019,Maruti Suzuki,Maruti Suzuki Swift Dzire LDI,Swift,600000,62000,Diesel,Chennai,32,2,0,0,1.67E-06,1.61E-05,0.5,0.03125,0.100341588,0.005204429,0.019140625,9.995630204,0
2017,Volvo,Volvo S60 Polestar [2017-2020],S60,3950000,49855,Petrol,Chennai,9,4,0,0,2.53E-07,2.01E-05,0.25,0.111111111,0.011620491,0.006580236,0.1,7.646557728,0
2017,Ford,Ford Mustang GT Fastback 5.0L v8,Mustang,6500000,11100,Petrol,Chennai,8,4,1,1,1.54E-07,9.01E-05,0.25,0.125,0.005386586,0.031102273,0.1140625,19.10946906,19.10946906
2016,BMW,BMW X1 sDrive20d xLine,X1,2600000,37000,Diesel,Chennai,4,5,0,0,3.85E-07,2.70E-05,0.2,0.25,0.019871247,0.009020418,0.240625,43.13129871,0
2016,Jaguar,Jaguar XF 3.0 V6 Premium Luxury,XF,2850000,63000,Diesel,Chennai,40,5,0,0,3.51E-07,1.59E-05,0.2,0.025,0.017753607,0.005114784,0.0128125,1.163450054,0
2013,Mercedes-Benz,Mercedes-Benz M-Class ML 350 CDI,M-Class,2400000,120000,Diesel,Chennai,2,8,0,0,4.17E-07,8.33E-06,0.125,0.5,0.021883006,0.002474725,0.49375,26.73874681,0
2017,Maruti Suzuki,Maruti Suzuki Ciaz Zeta 1.4 AT,Ciaz,785000,49000,Petrol,Chennai,32,4,0,0,1.27E-06,2.04E-05,0.25,0.03125,0.075687936,0.006702789,0.019140625,9.710426615,0
2017,Hyundai,Hyundai Verna 1.6 VTVT SX,Verna,875000,10001,Petrol,Chennai,14,4,1,1,1.14E-06,1.00E-04,0.25,0.071428571,0.067463706,0.034568778,0.059821429,139.5118185,139.5118185
2015,Audi,Audi Q3 35 TDI Premium Plus,Q3,2200000,76000,Diesel,Chennai,10,6,0,0,4.55E-07,1.32E-05,0.166666667,0.1,0.024260539,0.00416407,0.08875,8.965754179,0
2011,Toyota,Toyota Innova 2.5 E 7 STR,Innova,1000000,190000,Diesel,Chennai,1,10,0,0,1.00E-06,5.26E-06,0.1,1,0.058497011,0.001399687,1,81.87752956,0
2017,Volkswagen,Volkswagen Polo Highline1.0L (P),Polo,585000,38000,Petrol,Chennai,3,4,0,0,1.71E-06,2.63E-05,0.25,0.333333333,0.103023933,0.008771374,0.325,293.6899838,0
2020,Kia,Kia Sonet GTX Plus 1.0 iMT [2020-2021],Sonet,1450000,3000,Petrol,Chennai,20,1,1,1,6.90E-07,0.000333333,1,0.05,0.039017639,0.116275143,0.038125,172.9647964,172.9647964
2017,Hyundai,Hyundai Creta SX Plus 1.6 Petrol,Creta,1025000,37000,Petrol,Chennai,14,4,0,0,9.76E-07,2.70E-05,0.25,0.071428571,0.056966112,0.009020418,0.059821429,30.73972767,0
2019,Hyundai,Hyundai Verna 1.6 VTVT SX,Verna,995000,17000,Petrol,Chennai,14,2,1,1,1.01E-06,5.88E-05,0.5,0.071428571,0.058812422,0.020154126,0.059821429,70.90711664,70.90711664
2020,BMW,BMW X4 M [2019],X4,6800000,20000,Petrol,Chennai,4,1,1,1,1.47E-07,5.00E-05,1,0.25,0.004960567,0.017064522,0.240625,20.368834,20.368834
2017,Tata,Tata Hexa XT 4x4 7 STR,Hexa,1075000,85000,Diesel,Chennai,40,4,0,0,9.30E-07,1.18E-05,0.25,0.025,0.054117927,0.003676238,0.0128125,2.54905162,0
2012,Renault,Renault Duster 110 PS RxL Diesel,Duster,525000,65000,Diesel,Chennai,15,9,0,0,1.90E-06,1.54E-05,0.111111111,0.066666667,0.11528608,0.004943768,0.055,31.34711791,0
2015,Skoda,Skoda Rapid 1.5 TDI CR Elegance AT,Rapid,790000,57000,Diesel,Chennai,27,6,0,0,1.27E-06,1.75E-05,0.166666667,0.037037037,0.075181874,0.005699838,0.025,10.71311286,0
2017,Maruti Suzuki,Maruti Suzuki Ignis Zeta 1.2 MT,Ignis,485000,24000,Petrol,Chennai,32,4,1,1,2.06E-06,4.17E-05,0.25,0.03125,0.125146364,0.014146563,0.019140625,33.88638821,33.88638821
2018,Maruti Suzuki,Maruti Suzuki Baleno Zeta,Baleno,690000,35000,Petrol,Chennai,32,3,0,0,1.45E-06,2.86E-05,0.333333333,0.03125,0.086696618,0.009561198,0.019140625,15.86611437,0
2018,Honda,Honda Jazz V Diesel,Jazz,750000,29000,Diesel,Chennai,7,3,1,1,1.33E-06,3.45E-05,0.333333333,0.142857143,0.0794193,0.011631081,0.132142857,122.0646218,122.0646218
2018,Honda,Honda City VX Diesel,City,990000,41000,Diesel,Chennai,7,3,0,0,1.01E-06,2.44E-05,0.333333333,0.142857143,0.05913102,0.008097135,0.132142857,63.26892097,0
2019,Renault,Renault Duster 85 PS RXS 4X2 MT Diesel,Duster,1090000,16000,Diesel,Chennai,15,2,1,1,9.17E-07,6.25E-05,0.5,0.066666667,0.053314426,0.021441461,0.055,62.87265623,62.87265623
2017,Ford,Ford EcoSport Titanium 1.5L TDCi,EcoSport,850000,44000,Diesel,Chennai,8,4,0,0,1.18E-06,2.27E-05,0.25,0.125,0.069573517,0.007514837,0.1140625,59.63571062,0
2018,Toyota,Toyota Innova Crysta 2.4 VX 8 STR [2016-2020],Innova,2050000,41000,Diesel,Chennai,1,3,0,0,4.88E-07,2.44E-05,0.333333333,1,0.026348129,0.008097135,1,213.3443468,0
2015,Jaguar,Jaguar XF 2.2 Diesel,XF,2200000,77000,Diesel,Chennai,40,6,0,0,4.55E-07,1.30E-05,0.166666667,0.025,0.024260539,0.004104235,0.0128125,1.275752797,0
2014,BMW,BMW X1 sDrive20d,X1,1450000,63000,Diesel,Chennai,4,7,0,0,6.90E-07,1.59E-05,0.142857143,0.25,0.039017639,0.005114784,0.240625,48.02075658,0
2010,Skoda,Skoda Superb Elegance 2.0 TDI CR AT,Superb,600000,104000,Diesel,Chennai,27,11,0,0,1.67E-06,9.62E-06,0.090909091,0.037037037,0.100341588,0.002923642,0.025,7.334071866,0
2017,Skoda,Skoda Rapid Ambition 1.5 TDI,Rapid,735000,112000,Diesel,Chennai,27,4,0,0,1.36E-06,8.93E-06,0.25,0.037037037,0.081127242,0.002683151,0.025,5.44191551,0
2012,Toyota,Toyota Innova 2.5 VX 8 STR BS-IV,Innova,1190000,93000,Diesel,Chennai,1,9,0,0,8.40E-07,1.08E-05,0.111111111,1,0.048475411,0.003321875,1,161.0292355,0
2017,Skoda,Skoda Octavia 2.0 TDI CR Style Plus AT [2017],Octavia,2000000,30000,Diesel,Chennai,27,4,1,1,5.00E-07,3.33E-05,0.25,0.037037037,0.027113578,0.011228603,0.025,7.611190385,7.611190385
2019,Skoda,Skoda Rapid ONYX 1.5 TDI LE,Rapid,1090000,30000,Diesel,Chennai,27,2,1,1,9.17E-07,3.33E-05,0.5,0.037037037,0.053314426,0.011228603,0.025,14.96616357,14.96616357
2020,Volkswagen,Volkswagen Polo Highline Plus 1.2( P)16 Alloy [2017-2018],Polo,775000,16000,Petrol,Chennai,3,1,1,1,1.29E-06,6.25E-05,1,0.333333333,0.07671965,0.021441461,0.325,534.6189569,534.6189569
2018,Toyota,Toyota Fortuner 2.8 4x2 AT [2016-2020],Fortuner,2700000,100000,Diesel,Chennai,1,3,0,0,3.70E-07,1.00E-05,0.333333333,1,0.018977133,0.003058317,1,58.03808665,0
2018,Toyota,Toyota Innova Crysta 2.4 VX 8 STR [2016-2020],Innova,2050000,42500,Diesel,Chennai,1,3,0,0,4.88E-07,2.35E-05,0.333333333,1,0.026348129,0.00779571,1,205.4023676,0
2017,Toyota,Toyota Fortuner 2.8 4x2 MT [2016-2020],Fortuner,2800000,420000,Diesel,Chennai,1,4,0,0,3.57E-07,2.38E-06,0.25,1,0.018146883,0.000390468,1,7.085783482,0
2012,Mercedes-Benz,Mercedes-Benz C-Class 250 CDI Elegance,C-Class,1450000,48000,Diesel,Chennai,2,9,0,0,6.90E-07,2.08E-05,0.111111111,0.5,0.039017639,0.006851664,0.49375,131.9970321,0
2011,BMW,BMW 3 Series 320d,3,1275000,64000,Diesel,Chennai,4,10,0,0,7.84E-07,1.56E-05,0.1,0.25,0.04495906,0.00502794,0.240625,54.39362678,0
2018,Toyota,Toyota Fortuner 2.8 4x2 AT [2016-2020],Fortuner,2700000,100000,Diesel,Chennai,1,3,0,0,3.70E-07,1.00E-05,0.333333333,1,0.018977133,0.003058317,1,58.03808665,0
